Realistic,Investigative,Artistic,Social,Enterprising,Conventional,CGPA,Programming,Mathematics,ProblemSolving,Communication,Leadership,Creativity,Technical,DataAnalysis,PublicSpeaking,Research,Career
2.1,8.4,5.6,3.6,5.8,4.7,4.42,3.8,4.7,4.6,2.4,1.8,4.1,4.1,5.0,3.3,4.4,Data Scientist
5.1,5.6,4.3,4.7,5.4,10.0,3.65,3.1,4.2,2.6,3.4,1.3,2.3,4.3,4.0,1.3,4.7,Accountant/Auditor
8.4,8.4,4.9,6.8,5.8,7.2,3.9,3.3,5.0,4.8,3.5,3.7,4.0,4.4,2.9,4.4,5.0,Civil/Mechanical Engineer
3.8,6.1,2.7,5.6,5.2,9.8,3.23,4.6,5.0,3.9,4.6,2.8,3.4,2.8,3.9,1.0,3.1,Accountant/Auditor
2.6,3.7,8.2,7.7,9.2,6.5,3.75,3.1,3.4,4.0,4.5,3.8,4.7,2.2,1.6,3.6,5.0,Marketing/Sales Executive
5.6,8.3,4.1,3.1,6.0,6.1,3.35,4.9,4.2,4.9,3.6,2.0,3.0,4.7,4.3,2.5,3.6,Software Developer
3.8,4.2,5.5,9.2,7.7,6.5,3.57,2.1,2.7,3.3,4.6,4.8,3.9,2.7,2.5,4.2,3.0,Human Resources Manager
6.0,8.9,4.5,3.3,3.6,5.5,3.54,3.6,4.6,4.7,3.3,1.0,4.6,4.7,4.9,4.9,3.7,Data Scientist
3.2,7.9,4.0,5.7,8.4,4.4,2.61,4.5,3.1,4.4,3.8,3.9,4.0,3.5,3.2,4.9,3.4,Entrepreneur
4.9,6.0,2.4,5.0,3.3,6.9,3.58,2.0,5.0,4.1,5.0,2.7,2.9,2.8,5.0,3.0,4.1,Accountant/Auditor
6.1,6.7,3.3,2.3,5.3,5.5,4.26,5.0,4.3,3.7,4.6,4.6,3.2,5.0,3.6,1.0,3.5,Cybersecurity Analyst
4.5,6.9,8.8,9.2,9.3,4.5,3.34,2.4,2.9,3.1,4.5,4.8,4.1,2.3,2.9,4.2,3.0,Marketing/Sales Executive
5.8,7.8,3.8,6.7,4.8,4.5,3.45,4.6,4.4,4.4,3.8,1.0,3.3,4.9,3.4,2.0,2.7,Cybersecurity Analyst
8.7,7.5,3.8,7.6,4.9,8.2,4.18,2.8,4.0,4.6,3.5,2.2,2.2,4.3,3.9,4.0,5.0,Cybersecurity Analyst
8.7,8.6,3.9,3.1,5.6,4.3,3.37,2.4,4.3,5.0,2.1,4.7,4.2,5.0,5.0,4.4,4.3,Civil/Mechanical Engineer
5.0,6.6,6.4,9.7,6.4,6.9,3.39,2.1,3.8,4.2,4.8,2.4,4.5,1.0,2.2,4.6,4.0,Teacher/Lecturer
5.1,10.0,5.8,3.6,3.5,6.2,4.44,1.0,3.4,3.1,3.3,2.6,2.9,4.2,3.5,3.6,4.7,Medical Lab Scientist
5.5,3.3,9.4,4.2,4.6,4.7,3.56,3.5,3.2,4.0,2.8,5.0,4.7,2.9,1.6,3.4,3.3,Graphic Designer/UI-UX
4.9,7.7,5.6,4.1,7.4,8.9,3.44,3.4,4.4,3.7,3.7,4.8,1.9,1.7,4.7,3.8,2.8,Banker/Financial Analyst
5.2,2.7,8.8,5.4,6.9,3.6,3.2,1.0,4.8,4.2,4.4,4.1,4.8,3.9,3.5,2.0,3.8,Graphic Designer/UI-UX
4.0,5.9,4.9,6.5,9.2,5.1,3.03,3.7,4.1,3.8,3.7,4.7,5.0,1.7,3.7,3.6,2.4,Entrepreneur
9.6,8.0,2.8,6.6,4.9,4.9,4.27,3.0,3.7,4.4,2.6,1.0,2.7,4.5,2.5,3.6,2.8,Civil/Mechanical Engineer
8.7,7.8,3.3,4.6,3.0,3.8,3.64,3.7,4.9,5.0,3.0,3.4,2.6,4.2,3.7,2.2,4.6,Civil/Mechanical Engineer
8.2,4.9,4.2,1.0,3.5,4.2,3.42,3.8,5.0,4.7,3.9,4.1,1.3,4.7,1.9,3.5,1.6,Civil/Mechanical Engineer
6.3,9.2,5.4,3.9,4.9,7.2,3.98,4.9,2.8,4.5,2.2,2.9,3.0,4.5,3.4,1.3,2.5,Cybersecurity Analyst
4.3,2.9,3.3,9.9,6.7,7.1,2.98,2.4,1.9,4.1,4.8,3.2,3.4,1.5,4.1,4.4,3.0,Human Resources Manager
3.9,4.6,8.4,6.6,4.8,1.2,3.15,2.4,1.2,4.1,2.5,3.4,4.8,3.0,1.7,2.0,4.1,Graphic Designer/UI-UX
3.9,7.7,4.3,6.6,4.7,7.5,4.65,3.9,5.0,5.0,3.4,2.4,3.8,3.5,4.5,4.3,5.0,Data Scientist
5.2,8.6,2.2,6.3,6.2,7.0,3.99,3.5,4.1,5.0,4.0,3.6,2.8,2.6,5.0,3.0,3.2,Banker/Financial Analyst
2.2,6.4,2.0,3.3,7.4,10.0,3.2,1.8,4.3,3.6,5.0,2.7,2.2,4.5,4.8,4.1,2.5,Accountant/Auditor
7.2,4.2,9.2,4.0,5.3,4.7,3.47,3.8,3.5,4.5,4.7,3.2,4.6,4.2,2.4,3.9,2.2,Graphic Designer/UI-UX
3.3,4.4,2.5,6.2,7.1,7.8,2.83,1.4,4.1,3.8,4.6,2.7,4.0,1.5,4.3,3.9,4.1,Accountant/Auditor
5.3,9.7,5.0,2.4,4.4,8.0,4.3,4.4,5.0,4.4,3.7,1.0,2.8,4.4,4.7,2.5,3.7,Data Scientist
2.4,4.7,5.3,9.1,5.2,4.8,4.03,2.6,2.1,1.7,4.8,3.6,2.6,4.1,4.6,5.0,4.2,Teacher/Lecturer
10.0,7.7,3.6,1.9,2.8,6.1,4.43,2.6,4.1,4.8,2.7,3.7,3.5,4.5,3.5,4.8,4.0,Civil/Mechanical Engineer
7.0,2.5,3.2,5.5,6.7,7.4,2.84,2.5,4.9,4.7,3.7,4.0,4.0,1.4,4.4,4.0,3.8,Banker/Financial Analyst
6.4,8.5,8.9,2.3,3.1,7.4,4.95,3.6,4.6,5.0,3.5,2.7,3.7,4.0,5.0,4.3,4.5,Data Scientist
4.4,6.7,5.8,4.4,8.6,7.8,4.24,3.6,4.2,4.0,4.8,2.3,2.4,3.4,4.3,3.9,2.2,Banker/Financial Analyst
8.0,7.7,4.1,4.2,3.6,5.7,3.26,3.2,5.0,4.6,3.6,4.2,2.2,5.0,2.5,3.9,4.2,Civil/Mechanical Engineer
4.1,2.6,8.7,8.7,8.9,7.6,1.88,2.5,2.8,3.8,4.6,5.0,4.8,1.0,3.1,5.0,3.0,Human Resources Manager
5.4,8.8,4.0,4.1,4.2,8.0,3.94,5.0,5.0,4.2,3.6,2.3,2.9,5.0,4.7,3.4,4.6,Data Scientist
6.6,7.4,9.0,6.5,6.9,6.0,4.06,1.6,2.8,3.0,3.6,2.5,5.0,3.3,2.6,4.2,4.1,Graphic Designer/UI-UX
1.0,7.8,3.8,7.6,9.1,4.2,2.53,1.6,2.3,3.3,4.1,4.3,4.8,1.0,3.8,5.0,2.6,Human Resources Manager
5.3,6.4,3.8,4.9,7.8,8.2,3.31,2.9,4.5,5.0,3.8,3.1,3.1,1.9,4.0,2.7,3.2,Banker/Financial Analyst
7.3,9.8,5.9,3.9,4.3,5.5,3.58,3.7,4.2,4.7,3.7,4.3,4.9,4.6,4.8,2.4,4.8,Cybersecurity Analyst
5.3,9.8,4.9,4.8,9.5,6.6,3.97,4.3,5.0,3.8,1.7,2.4,1.7,3.5,5.0,2.1,3.4,Data Scientist
8.2,7.5,5.1,4.6,5.7,5.8,3.52,4.1,4.1,4.0,1.0,3.2,4.3,2.5,3.0,3.1,5.0,Software Developer
4.6,5.0,2.2,3.0,6.6,9.4,4.1,2.1,5.0,4.2,3.8,1.0,1.8,1.6,4.8,3.3,2.3,Accountant/Auditor
9.0,9.1,6.1,5.0,3.4,5.1,3.59,4.4,4.3,5.0,2.8,3.1,3.9,5.0,3.3,1.0,2.1,Civil/Mechanical Engineer
9.2,8.1,6.3,5.8,7.0,7.3,3.18,1.6,3.7,3.7,3.2,1.8,2.8,4.6,3.3,4.9,4.5,Medical Lab Scientist
5.2,5.1,3.2,8.7,3.0,4.9,3.3,3.7,1.8,4.3,4.6,3.6,2.9,2.7,3.2,4.7,3.8,Teacher/Lecturer
3.5,3.8,7.4,4.5,8.0,3.7,3.27,3.6,4.0,3.7,4.1,5.0,4.9,2.7,1.2,3.9,2.1,Entrepreneur
7.9,7.6,3.1,1.0,4.6,4.9,3.74,3.2,3.9,4.4,4.7,3.5,1.5,3.9,4.0,1.9,1.9,Cybersecurity Analyst
7.2,7.2,8.3,5.8,3.7,2.4,4.38,4.4,4.9,3.7,2.5,2.8,3.5,3.9,4.3,1.4,3.4,Software Developer
5.4,4.5,3.8,6.7,9.7,2.2,3.14,2.3,5.0,4.8,4.8,4.6,3.1,1.3,3.7,4.7,3.5,Marketing/Sales Executive
2.6,7.2,3.6,4.8,8.1,9.6,3.62,2.8,3.7,4.1,4.3,3.8,2.5,3.5,4.5,5.0,4.0,Banker/Financial Analyst
2.3,3.4,4.9,6.8,8.3,4.7,2.68,2.5,1.9,3.0,4.9,4.7,4.1,3.2,3.8,5.0,3.9,Marketing/Sales Executive
2.3,5.4,6.5,8.9,10.0,3.6,2.86,1.3,2.3,3.5,4.8,3.8,3.8,1.5,3.5,4.6,3.0,Marketing/Sales Executive
3.2,9.8,5.2,4.6,6.9,6.3,3.77,2.1,4.5,3.0,4.2,5.0,2.8,2.1,4.5,3.7,5.0,Banker/Financial Analyst
5.0,3.3,5.1,4.5,8.0,5.7,3.31,2.8,3.9,4.0,3.8,4.8,2.5,2.9,4.0,4.9,2.8,Entrepreneur
8.2,7.7,6.2,3.1,6.4,5.4,4.07,3.1,4.4,4.6,4.4,3.7,3.9,4.6,4.9,3.6,3.6,Civil/Mechanical Engineer
5.0,3.2,5.3,6.7,7.1,6.5,3.17,1.0,2.2,5.0,4.8,4.1,3.2,2.6,1.5,3.4,2.5,Human Resources Manager
4.3,2.3,6.8,9.6,6.8,6.0,2.85,2.0,3.0,3.4,4.9,4.6,5.0,1.3,4.3,3.8,3.7,Human Resources Manager
4.2,9.7,4.6,5.7,3.6,4.6,3.32,4.9,3.5,4.8,2.7,1.0,3.0,3.4,3.8,1.3,4.3,Software Developer
4.3,6.9,4.1,5.6,8.9,8.1,3.7,3.1,4.3,3.4,4.3,4.0,2.5,2.7,2.9,4.8,4.5,Banker/Financial Analyst
4.3,3.6,3.9,5.5,4.8,8.8,3.66,3.9,5.0,4.8,3.7,4.2,3.1,2.9,5.0,2.5,3.8,Accountant/Auditor
3.5,2.9,5.2,9.6,8.7,5.7,3.8,1.0,1.1,4.7,3.1,4.0,3.9,2.4,1.0,4.6,2.4,Human Resources Manager
4.5,1.8,7.9,8.4,7.2,6.7,3.5,1.6,2.9,4.3,5.0,5.0,2.3,1.7,3.9,3.4,3.3,Human Resources Manager
6.4,8.4,3.1,5.0,6.4,6.4,3.82,2.3,3.5,5.0,2.8,2.3,5.0,5.0,4.3,3.9,2.4,Cybersecurity Analyst
9.2,6.2,2.1,4.1,3.2,4.2,4.17,3.2,4.1,4.0,3.9,3.7,2.4,3.9,5.0,1.8,4.0,Civil/Mechanical Engineer
3.8,4.1,4.7,6.5,7.8,5.6,3.02,1.7,5.0,3.5,4.8,4.3,4.9,2.5,2.7,5.0,2.4,Marketing/Sales Executive
3.5,4.9,2.7,7.6,8.7,7.6,4.1,4.0,4.8,4.4,4.9,4.4,1.7,2.6,4.2,4.7,3.3,Banker/Financial Analyst
6.2,7.4,9.2,4.9,5.8,3.0,2.82,2.5,2.3,2.8,3.0,1.7,4.4,4.1,2.5,3.1,3.6,Graphic Designer/UI-UX
5.7,6.8,5.1,8.4,9.8,6.0,3.43,2.1,1.3,2.5,5.0,3.6,3.4,1.0,2.5,4.8,3.6,Marketing/Sales Executive
8.1,8.5,2.8,2.6,7.4,7.9,4.67,4.0,4.0,4.4,2.9,2.0,3.3,4.1,4.3,3.0,4.2,Cybersecurity Analyst
5.9,5.3,7.7,9.6,4.2,7.3,3.08,1.8,2.2,3.0,4.9,3.8,2.6,1.9,2.3,4.6,5.0,Teacher/Lecturer
1.8,6.1,7.1,8.4,2.7,5.1,4.04,1.0,4.5,4.4,4.7,4.3,3.6,2.8,3.1,4.9,4.9,Teacher/Lecturer
5.5,5.5,8.0,5.3,4.5,4.1,2.52,1.9,4.6,3.7,4.9,2.9,4.4,2.5,2.0,5.0,3.1,Graphic Designer/UI-UX
6.4,7.7,3.1,6.0,9.4,2.4,4.99,1.7,3.7,4.8,4.5,5.0,5.0,1.9,3.4,4.8,1.8,Entrepreneur
3.9,5.4,6.1,9.7,2.0,2.4,4.53,2.0,3.4,2.9,4.5,4.9,3.9,2.7,1.2,4.9,4.0,Teacher/Lecturer
4.7,5.7,6.0,10.0,10.0,7.1,2.66,3.1,1.1,4.9,3.7,4.1,4.9,2.7,1.5,4.7,3.5,Marketing/Sales Executive
5.1,9.3,6.5,5.8,8.9,3.7,1.93,4.3,2.4,4.1,4.3,5.0,3.8,3.3,3.8,3.2,2.0,Entrepreneur
7.0,7.3,7.1,3.3,4.9,6.0,3.57,4.8,3.7,4.9,1.8,2.9,5.0,3.5,3.3,3.0,3.7,Software Developer
3.1,5.2,6.6,6.5,9.6,5.8,4.14,1.7,2.5,3.6,5.0,4.2,4.1,4.3,1.7,4.8,3.1,Marketing/Sales Executive
7.1,7.4,3.4,4.3,3.0,6.2,4.77,1.5,5.0,4.7,3.8,3.7,2.8,5.0,4.4,1.3,4.6,Medical Lab Scientist
5.4,8.6,5.0,5.4,7.3,10.0,3.83,3.5,4.2,4.4,4.0,1.7,5.0,4.9,2.8,2.1,4.6,Cybersecurity Analyst
6.0,6.0,7.8,6.3,8.6,5.6,3.6,2.2,4.2,4.3,4.8,4.9,3.9,2.0,2.7,4.1,4.7,Entrepreneur
5.4,5.4,8.1,8.5,8.6,6.3,2.43,2.0,1.6,3.7,4.1,5.0,4.0,3.2,2.9,3.7,2.8,Marketing/Sales Executive
5.5,8.1,4.1,4.2,3.0,7.5,3.7,4.5,3.8,4.6,3.7,1.9,2.9,4.0,2.7,1.7,3.1,Software Developer
8.8,8.4,5.7,5.8,5.8,6.4,3.48,2.4,4.9,4.1,3.3,4.7,4.6,4.8,3.2,2.9,4.3,Civil/Mechanical Engineer
8.1,7.8,3.1,4.4,2.7,7.4,3.31,1.9,3.1,3.3,4.2,2.5,3.0,3.7,3.5,3.8,5.0,Medical Lab Scientist
7.3,9.5,3.8,5.3,2.5,7.1,3.79,4.8,3.2,4.1,3.5,1.9,3.9,3.2,4.5,1.3,4.0,Software Developer
5.1,4.3,7.4,5.4,9.1,5.8,3.89,2.4,3.0,3.5,4.6,4.1,3.4,4.0,4.0,4.7,3.9,Marketing/Sales Executive
3.7,6.4,3.5,4.4,5.6,9.0,3.05,3.3,4.1,3.8,4.0,2.4,1.0,2.7,3.8,3.8,2.3,Accountant/Auditor
2.9,7.3,5.4,9.8,3.4,5.3,4.07,2.7,2.2,4.7,4.5,5.0,3.4,3.7,2.6,4.4,4.3,Teacher/Lecturer
9.0,8.4,5.0,3.7,6.4,6.0,3.22,2.0,4.5,4.9,4.8,1.9,3.5,4.9,3.8,4.0,4.1,Civil/Mechanical Engineer
6.0,6.2,8.4,4.0,3.0,5.0,4.46,4.7,2.5,4.3,4.2,3.9,5.0,3.0,2.3,3.0,3.3,Graphic Designer/UI-UX
1.7,2.4,3.0,7.2,7.9,7.1,3.3,1.2,4.2,4.4,4.0,4.6,3.6,2.9,5.0,3.8,3.7,Human Resources Manager
7.5,7.8,8.0,1.1,6.9,5.1,4.13,4.5,4.8,4.3,2.0,4.2,3.4,4.4,4.8,1.5,4.0,Software Developer
6.0,6.7,5.3,5.5,6.9,8.5,4.01,1.0,4.7,3.6,3.5,4.2,4.0,3.0,3.8,3.3,3.5,Banker/Financial Analyst
5.0,6.4,2.7,3.0,5.0,8.5,3.37,2.9,4.6,4.2,4.0,4.3,2.5,3.9,4.8,4.2,4.8,Accountant/Auditor
9.7,7.1,3.5,4.6,4.9,3.7,4.61,2.4,5.0,4.9,2.2,2.6,3.2,4.4,5.0,2.8,4.3,Civil/Mechanical Engineer
3.2,4.0,5.4,9.2,7.4,3.7,2.95,1.8,3.5,4.5,5.0,4.6,3.2,1.0,4.1,5.0,3.8,Marketing/Sales Executive
5.2,5.0,4.7,5.8,5.3,8.4,3.05,2.3,4.3,3.3,4.2,3.9,3.5,2.4,4.6,3.7,3.5,Banker/Financial Analyst
1.7,3.7,5.7,9.5,2.9,4.5,4.24,2.1,3.2,4.1,4.3,3.2,3.7,1.1,1.4,4.2,4.5,Teacher/Lecturer
8.1,7.7,4.5,7.7,3.0,7.1,3.2,4.2,4.0,4.0,3.3,2.5,2.4,3.3,3.9,2.9,4.7,Medical Lab Scientist
3.7,4.5,7.0,5.3,8.2,5.8,3.3,1.2,3.4,4.0,4.9,4.5,3.8,2.2,1.1,4.3,3.0,Marketing/Sales Executive
4.9,8.0,3.5,6.0,5.3,8.5,4.23,1.0,4.5,3.7,4.8,2.7,3.0,3.8,3.8,3.1,2.9,Accountant/Auditor
5.9,8.9,4.5,4.7,5.4,5.6,3.57,4.7,4.7,3.9,1.8,2.3,4.1,5.0,3.4,3.1,5.0,Cybersecurity Analyst
9.2,8.9,5.3,1.0,3.3,5.6,3.58,2.7,3.8,3.6,5.0,3.5,4.1,4.7,3.5,2.9,2.5,Civil/Mechanical Engineer
5.8,2.1,4.3,8.3,7.0,5.4,3.45,1.8,3.5,4.5,4.8,4.5,1.9,2.3,4.1,3.3,2.0,Human Resources Manager
7.2,9.7,4.2,3.8,5.8,8.2,4.34,4.9,4.3,4.5,2.7,2.6,4.1,3.9,5.0,3.2,4.3,Data Scientist
4.2,5.0,5.5,1.8,7.2,7.4,3.79,3.8,3.6,5.0,4.3,4.1,1.5,2.8,5.0,4.0,3.9,Banker/Financial Analyst
5.4,6.8,3.3,7.0,8.4,4.6,2.71,1.0,3.7,2.9,4.7,3.5,5.0,2.3,3.7,4.7,3.0,Marketing/Sales Executive
4.1,8.1,2.5,3.6,4.6,8.3,4.05,4.2,3.8,4.0,1.2,3.1,3.9,4.4,3.6,3.3,3.9,Cybersecurity Analyst
5.2,5.6,5.3,7.0,9.3,4.2,2.94,2.5,2.9,5.0,4.9,5.0,4.4,2.2,3.9,2.7,3.5,Entrepreneur
3.2,5.7,4.2,8.9,5.3,5.0,4.55,2.9,5.0,3.9,4.1,3.0,3.4,3.3,2.7,4.9,5.0,Teacher/Lecturer
4.1,5.3,9.3,2.2,2.7,3.0,3.63,2.2,2.4,4.0,3.3,4.5,4.6,1.6,1.8,2.5,3.5,Graphic Designer/UI-UX
3.7,5.1,3.6,8.6,6.1,4.8,3.08,1.6,4.0,3.5,4.2,4.9,4.2,3.0,4.4,4.4,3.3,Human Resources Manager
7.0,9.2,8.6,3.7,3.1,3.0,3.33,4.5,5.0,4.2,3.2,2.8,4.6,5.0,3.4,2.0,4.4,Software Developer
2.4,9.6,5.8,3.7,7.3,8.7,4.14,3.9,4.3,4.6,4.0,2.7,1.2,4.8,4.9,2.6,4.8,Data Scientist
2.3,5.2,5.0,4.5,5.4,9.2,3.3,4.1,4.5,3.7,4.2,4.0,3.9,2.8,5.0,3.3,2.7,Accountant/Auditor
6.2,7.9,3.2,3.0,2.3,5.6,3.32,4.6,2.9,4.7,3.8,1.0,3.8,5.0,2.8,4.2,3.9,Software Developer
6.6,9.7,4.1,5.0,4.3,5.6,3.39,2.1,3.0,4.2,3.8,3.8,3.8,4.3,4.3,3.5,4.7,Medical Lab Scientist
10.0,7.6,4.9,5.0,6.8,6.9,3.97,1.4,4.1,4.9,3.5,4.2,5.0,4.2,4.5,2.7,4.3,Civil/Mechanical Engineer
5.3,3.9,9.1,3.3,6.1,5.1,3.92,3.7,2.3,4.7,3.6,3.3,4.6,3.7,4.3,4.0,4.1,Graphic Designer/UI-UX
8.9,6.1,5.8,1.6,3.0,4.6,3.83,2.4,4.0,4.3,3.1,4.8,4.1,4.6,5.0,3.5,2.6,Civil/Mechanical Engineer
5.9,9.6,4.4,4.2,5.3,6.2,3.73,3.0,4.4,4.8,2.9,2.8,3.6,4.2,4.5,4.0,5.0,Data Scientist
2.5,1.9,2.8,8.0,9.0,7.1,3.67,1.7,1.7,3.1,4.3,4.0,2.7,1.2,3.0,3.8,4.2,Human Resources Manager
4.6,7.0,4.5,2.5,7.9,8.4,3.4,1.9,4.9,3.8,3.3,2.8,1.0,2.2,3.9,3.0,3.9,Accountant/Auditor
6.1,4.5,5.8,8.0,3.6,6.2,3.79,2.6,2.0,3.9,4.7,3.3,3.3,1.0,1.0,5.0,4.1,Teacher/Lecturer
4.5,6.7,3.1,3.4,7.9,9.1,4.71,2.4,4.6,4.9,4.9,3.3,2.5,2.3,4.0,5.0,3.9,Banker/Financial Analyst
3.9,7.4,4.1,3.2,4.7,7.2,3.55,3.1,3.8,4.1,3.0,4.3,3.0,5.0,5.0,2.2,3.2,Cybersecurity Analyst
7.4,7.8,6.0,4.4,3.5,3.7,2.72,4.7,2.9,4.5,2.8,3.5,3.2,4.0,4.4,2.8,3.8,Software Developer
6.1,6.6,2.3,3.8,6.0,9.9,3.46,1.0,4.7,3.5,2.9,3.2,3.4,2.5,4.7,3.8,4.0,Accountant/Auditor
4.7,5.1,5.1,7.9,7.3,6.3,2.29,2.0,2.3,4.5,4.8,5.0,3.3,1.1,1.0,3.7,3.5,Human Resources Manager
7.5,10.0,6.1,3.5,5.6,7.5,4.11,4.8,4.7,5.0,4.2,3.4,3.3,4.3,4.8,1.7,3.8,Software Developer
2.0,3.9,3.0,9.8,7.2,6.2,3.8,4.3,1.7,2.3,4.6,3.3,3.0,3.1,4.5,3.4,2.4,Human Resources Manager
5.4,9.0,5.6,4.3,2.7,5.2,2.61,4.6,5.0,3.8,2.5,3.1,4.6,3.9,3.2,1.0,3.6,Software Developer
4.4,5.9,3.4,4.9,7.8,8.7,4.32,2.8,3.6,4.0,5.0,2.6,3.5,2.4,4.1,4.1,5.0,Banker/Financial Analyst
3.4,8.4,2.7,5.0,5.2,3.8,3.44,4.0,4.0,5.0,2.1,3.3,3.0,3.6,3.7,1.5,3.0,Software Developer
7.9,6.7,4.2,3.8,6.1,4.9,4.07,3.4,4.3,3.8,4.0,2.7,3.5,4.7,3.3,2.6,2.8,Civil/Mechanical Engineer
1.4,6.1,4.7,9.3,3.6,9.7,3.46,2.2,2.7,4.4,4.4,3.0,2.0,3.1,3.6,4.7,3.8,Teacher/Lecturer
6.3,9.0,4.1,3.7,2.7,5.4,3.29,3.9,4.2,4.6,3.7,2.4,3.9,4.6,4.2,1.7,3.6,Software Developer
2.5,5.5,1.0,7.0,5.6,8.7,3.15,4.3,4.2,3.9,4.5,3.0,3.3,2.4,4.2,3.7,2.9,Banker/Financial Analyst
5.2,8.9,1.2,3.9,6.5,5.4,3.8,4.8,4.1,5.0,3.0,2.6,2.2,4.1,5.0,3.8,3.8,Data Scientist
3.2,6.2,4.0,4.3,5.4,9.8,3.65,1.3,4.0,4.2,5.0,2.3,2.2,5.0,4.3,3.6,5.0,Accountant/Auditor
8.2,8.8,3.7,5.8,5.9,3.2,3.97,3.5,4.7,4.3,2.5,4.7,3.4,4.3,3.9,2.3,2.6,Civil/Mechanical Engineer
3.9,4.4,6.7,6.7,9.4,4.4,4.03,2.2,2.6,4.5,4.9,4.8,4.3,2.1,3.1,4.3,4.1,Marketing/Sales Executive
6.1,7.5,4.6,3.9,5.7,7.5,3.33,3.5,4.0,4.6,3.2,2.5,3.6,5.0,4.1,2.1,3.0,Software Developer
3.2,5.9,4.8,8.0,8.4,6.5,3.79,1.7,1.8,3.5,4.7,4.8,4.4,2.8,3.3,5.0,3.0,Marketing/Sales Executive
3.1,1.0,5.9,7.2,7.3,4.7,3.35,2.7,2.4,3.2,4.6,4.0,2.5,4.1,1.1,4.7,3.1,Human Resources Manager
3.1,6.7,5.8,10.0,5.6,6.5,2.99,1.9,2.2,4.3,4.5,3.5,4.3,2.2,4.3,5.0,3.6,Teacher/Lecturer
3.4,8.3,3.4,5.9,8.0,7.3,4.43,2.1,5.0,4.1,4.0,2.9,3.0,4.8,4.7,4.0,3.3,Banker/Financial Analyst
4.8,6.7,7.2,5.7,9.7,6.0,3.01,3.6,1.9,4.5,3.7,4.7,5.0,3.2,3.3,4.4,3.9,Entrepreneur
4.9,4.5,7.7,8.4,6.4,7.3,5.0,2.0,3.0,3.5,4.6,3.3,4.5,3.5,2.7,4.1,3.7,Teacher/Lecturer
7.9,6.5,2.7,5.7,5.8,8.4,3.78,2.4,4.6,3.4,3.8,2.3,2.6,4.3,4.3,3.6,4.9,Medical Lab Scientist
3.9,6.0,9.7,4.1,7.0,3.4,4.65,1.2,1.5,4.1,3.0,2.3,4.9,3.7,2.8,3.3,1.1,Graphic Designer/UI-UX
7.7,6.2,4.0,8.7,4.6,5.3,4.01,4.0,4.5,5.0,2.2,2.8,4.5,4.7,2.4,1.7,2.8,Civil/Mechanical Engineer
4.3,1.0,5.3,8.2,7.7,4.5,3.39,1.1,2.8,4.1,4.8,4.1,3.7,2.7,3.3,4.7,3.3,Marketing/Sales Executive
5.6,7.1,3.3,2.0,2.7,7.4,3.23,5.0,4.3,4.6,2.2,3.5,3.0,4.3,5.0,2.4,4.5,Software Developer
9.4,7.5,5.0,3.6,3.4,5.1,3.19,1.9,5.0,4.1,2.6,5.0,4.2,4.6,3.9,2.8,2.9,Civil/Mechanical Engineer
8.4,10.0,3.1,8.4,4.4,6.1,4.23,3.8,4.9,3.9,3.3,4.3,3.1,3.9,4.9,4.2,3.3,Data Scientist
5.0,6.0,5.6,5.2,10.0,4.3,3.02,3.7,1.5,4.5,4.4,3.8,4.3,3.0,4.0,5.0,2.6,Marketing/Sales Executive
4.8,4.2,4.4,7.6,8.1,7.1,4.71,2.0,2.7,4.2,4.5,3.9,3.4,2.7,3.5,4.6,4.2,Human Resources Manager
3.6,5.2,4.7,5.8,8.9,5.2,2.78,3.4,3.0,3.7,4.5,4.9,4.5,1.0,2.3,4.4,3.2,Marketing/Sales Executive
9.0,8.9,3.0,5.2,2.9,6.5,3.54,1.2,4.2,4.6,3.3,4.2,2.6,4.3,4.5,2.9,4.5,Medical Lab Scientist
4.9,8.5,6.6,4.5,1.2,6.0,3.76,3.8,4.9,4.5,3.4,4.3,2.6,5.0,4.6,3.1,4.1,Data Scientist
9.6,9.8,3.7,4.7,4.5,9.6,4.27,4.1,4.0,5.0,3.7,4.6,1.2,4.7,3.6,4.6,5.0,Cybersecurity Analyst
6.1,6.1,3.3,3.6,8.2,5.1,3.1,3.5,2.2,4.9,3.9,4.4,4.8,3.5,2.2,4.9,3.4,Entrepreneur
5.9,9.6,3.3,3.6,6.4,7.9,4.01,2.2,4.2,4.3,2.9,2.6,4.6,5.0,5.0,3.5,4.3,Medical Lab Scientist
4.7,6.8,6.4,9.8,3.5,5.2,3.28,1.3,5.0,2.8,4.1,5.0,3.4,2.4,3.4,3.9,3.4,Teacher/Lecturer
2.5,8.5,2.4,5.7,6.7,9.3,4.07,1.0,4.2,3.0,3.9,2.0,1.0,2.8,3.4,3.4,2.2,Accountant/Auditor
7.4,8.5,6.2,3.8,5.4,6.3,3.69,3.0,4.3,4.4,3.7,4.0,2.8,3.1,4.4,3.5,5.0,Data Scientist
5.5,7.3,4.1,5.7,7.0,5.1,3.92,1.1,3.4,5.0,2.6,3.5,3.2,4.5,4.4,1.8,5.0,Medical Lab Scientist
4.4,4.2,9.5,2.2,3.0,3.2,2.54,4.3,2.1,4.6,5.0,3.1,4.9,4.6,3.8,1.4,2.9,Graphic Designer/UI-UX
6.1,6.8,5.7,5.1,4.9,4.9,4.0,4.8,4.2,4.1,3.2,4.0,3.0,5.0,3.4,2.5,2.9,Software Developer
